ass,96441
bitch,1973
blowjob,5
cock,6422
cum,8194
cunt,52
d*ck,4
damn,4728
dick,734
f**k,91
f*ck,261
fag,296
fuck,3494
fvck,29
hell,20858
n****,8
n***a,3
nigga,189
nigger,14
piss,432
pussy,185
puta,455
s**t,20
sh*t,336
shit,5254
slut,204
tit,31008
whore,147
