ALL,115535322
ass,62251
bitch,23838
blowjob,98
cock,1033
cum,2869
cunt,429
d*ck,150
damn,70444
dick,7447
f**k,374
f*ck,1158
fag,513
fuck,52570
fvck,11
hell,37346
n****,42
n***a,32
nigga,40656
nigger,297
piss,2469
pussy,5324
puta,142
s**t,90
sh*t,1592
shit,89348
slut,727
tit,160
whore,1419
